回答番号,受付番号,回答日時,属性,あなたの性別は？,あなたの年齢は？,あなたが住んでる地区は？,あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,あなたが住んでいる地区に変わってほしいところや不便なところは？,鯖江市に変わってほしいところや不便なところは？,あなたは鯖江市に住み続けたいですか？,住みたい場所の質問で、3～5を選択した人にお聞きします。具体的にどこに移りたいですか？,住みたい場所の質問で、あなたが選んだ理由は？,あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
42,RS00004211,2023-07-03T13:08:31,中学生,男性,12〜15歳,吉川,ない,,室内で遊べる場所がない,５．県外に移りたい,静岡県,とても住みやすそうだから,スマートフォン（スマホ）;テレビ,,まちなみや景観が美しいまち,,福井県でいちばん魅力がある町,冬季のスクールバスのお金が高い
41,RS00004160,2023-07-03T13:08:30,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,近くにいろんな店がある,,"交通手段が少ない
大型商業施設を建設してほしい",５．県外に移りたい,石川県,福井より発達しているから。,テレビ;パソコン,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;だれもが自由に移動できる交通利便性の高いまち,,Q９の回答より,暮らしやすいまちにしてほしい
40,RS00004090,2023-07-03T13:08:27,中学生,女性,12〜15歳,神明（神明・鳥羽小学校区）,"図書館がある。
家の近くにコンビニとアオキがある。
",,"友達と遊べる場所が少なすぎる。
大型商業施設がほしい。
スイーツ店がない。
スポーツ店がない。",５．県外に移りたい,石川、愛知、大阪、福岡など,"福井とは違って、いろんな店があるから。
鯖江が不便すぎるから。",スマートフォン（スマホ）;テレビ;新聞・雑誌など,,人々のふれあいやコミュニティ活動が盛んで温かいまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,大型商業施設がたくさんある。,もっと暮らしやすくしてほしい。
39,RS00003933,2023-07-03T13:08:19,中学生,女性,12〜15歳,立待,"勉強できるところがある
自然がある",,友だちと遊べる場所が少ない,５．県外に移りたい,,福井は田舎だしあまり発達していないから,スマートフォン（スマホ）;タブレット端末,,だれもが自由に移動できる交通利便性の高いまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;歴史・伝統・芸術・文化を大切にするまち,,,
38,RS00003837,2023-07-03T13:07:42,中学生,男性,12〜15歳,立待,ない,,ない,５．県外に移りたい,東京,田舎だから,スマートフォン（スマホ）,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,イオンとコストコとイケアとラウンドワンがほしい,イオンとコストコとイケアとラウンドワンがほしい
37,RS00003700,2023-07-03T13:07:38,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,自然,,"もっとショッピングモールが増えてほしい
",５．県外に移りたい,東京都,将来のため,スマートフォン（スマホ）,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;その他,都会,都会になってほしい,"もっと発展させましょう！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
36,RS00003687,2023-07-03T13:07:36,中学生,女性,12〜15歳,立待,,,,２．一度、市を出て、また帰ってきたい,,"住みやすいから
",パソコン;テレビ;新聞・雑誌など,,安心して結婚・出産・子育てができるまち;個性を尊重し多様なライフスタイルが実現できるまち;まちなみや景観が美しいまち,,,
35,RS00003509,2023-07-03T13:06:04,中学生,男性,12〜15歳,吉川,公民館で勉強することができる,,なし,５．県外に移りたい,大分,野球がしたいから,スマートフォン（スマホ）;テレビ,,まちなみや景観が美しいまち;歴史・伝統・芸術・文化を大切にするまち;スポーツに親しむ環境が整備されたまち,,"運動が活発な市になればいいと思う
",なし
34,RS00003464,2023-07-03T13:05:56,中学生,女性,12〜15歳,神明（神明・鳥羽小学校区）,スーパーマーケットなどの買い物ができるところが近くにある,,若い人に人気のお店が少ない,１．いま住んでる地区にずっと住み続けたい,,"馴染みがあるから
自然があるから",パソコン;スマートフォン（スマホ）;タブレット端末,,安心して結婚・出産・子育てができるまち;若者や女性に選ばれる魅力のあるまち;デジタル技術を活用したサービスが充実したまち,,人気のあるお店が多く友達と一緒に行ける公共施設があるまち,
33,RS00003320,2023-07-03T13:05:53,中学生,男性,12〜15歳,鯖江（惜陰・進徳小学校区）,公民館などで勉強ができる場所があるところ,,観光スポット、大きなお店などが少ない,５．県外に移りたい,東京など,将来やりたい仕事のため,パソコン;スマートフォン（スマホ）;タブレット端末,,身近に自然を感じることのできるまち;歴史・伝統・芸術・文化を大切にするまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,宇宙人が住んでいて自然豊かできれいそして機械が発達している,"自然を大切にしよう


"
32,RS00003264,2023-07-03T13:05:43,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,"涼しい
優しい人が多い",,"大きな公園が少ない
イオンモールがない
",１．いま住んでる地区にずっと住み続けたい,,今のままでいいから,テレビ;タブレット端末;スマートフォン（スマホ）,,スポーツに親しむ環境が整備されたまち;高度な医療や福祉サービスが充実したまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,都市,"もっと観光客がいっぱいくる市にしてほしい
"
31,RS00003183,2023-07-03T13:05:11,中学生,男性,12〜15歳,立待,ない,,　アルプラザしかない,５．県外に移りたい,新潟県、長岡市,バドミントン強豪校だから,スマートフォン（スマホ）;タブレット端末;テレビ,,まちなみや景観が美しいまち;スポーツに親しむ環境が整備されたまち;若者や女性に選ばれる魅力のあるまち,,特にない,特にない
30,RS00003078,2023-07-03T13:04:57,中学生,男性,12〜15歳,立待,自然が豊か,,"学校が遠い
海がほしい
友達と遊ぶ場所が少ない
",４．県内の他の市町に移りたい,大阪　名古屋　東京　福岡等,今住んでいるところよりも便利だから,パソコン;スマートフォン（スマホ）;タブレット端末,,デジタル技術を活用したサービスが充実したまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,海があり遊べるところ,お店や娯楽施設が豊富で夜もにぎやかな街にしてほしい
29,RS00002923,2023-07-03T13:04:36,中学生,男性,12〜15歳,鯖江（惜陰・進徳小学校区）,友達と遊ぶ場所がいっぱいある,,,１．いま住んでる地区にずっと住み続けたい,,住み慣れているから,スマートフォン（スマホ）;テレビ,,スポーツに親しむ環境が整備されたまち;若者や女性に選ばれる魅力のあるまち;だれもが自由に移動できる交通利便性の高いまち,,,
28,RS00002825,2023-07-03T13:04:10,中学生,男性,12〜15歳,立待,自然がたくさんあるところ,,"運動ができるところが少ない
スポーツができるところが少ない
公園の土の質が悪い",２．一度、市を出て、また帰ってきたい,,住みやすいから,パソコン;スマートフォン（スマホ）;テレビ,,スポーツに親しむ環境が整備されたまち;身近に自然を感じることのできるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,いろんなところでスポーツができる街,"もっとスポーツができるところを増やしてほしい
今あるスポーツができるところの環境や整備してほしい"
27,RS00002780,2023-07-03T13:03:34,中学生,女性,12〜15歳,鯖江（惜陰・進徳小学校区）,"自然がきれい
",,遊ぶところが少ない,５．県外に移りたい,東京都,やりたい仕事が県外にあるから,スマートフォン（スマホ）;テレビ,,安心して結婚・出産・子育てができるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,誰もが安心して過ごせる街,ない
26,RS00002645,2023-07-03T13:03:32,中学生,男性,12〜15歳,鯖江（惜陰・進徳小学校区）,夏祭りがある,,都会のようになってほしい,５．県外に移りたい,東京,都会に住んでみたいから,スマートフォン（スマホ）;タブレット端末,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;デジタル技術を活用したサービスが充実したまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,電車などをもっとおおく出してほしい,
