【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光があることで、地域の文化や伝統の持続可能性が高まると思う。,上記回答の理由をお答えください（任意）,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,上記回答の理由をお答えください（任意）,【問１０】観光客が増加することにつ良いと思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。,上記でその他を回答した方はその理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記でその他を回答した方はその理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,,
越前町,ややそう思う,冬は蟹客が関東圏からやってきそう,そうは思わない,関東方面への出かけが不便になる,とてもそう思う,,とてもそう思う,,とてもそう思う,やり方次第では魅力を伝えられる可能性を秘めていると思うから,どちらともいえない,,,,4,,,,まちに賑わいが生まれる,歴史文化資源の破壊,"観光イベント, 飲食施設",5,,40～49歳,女性,,好ましい,,6,,3,,
福井市,ややそう思う,,あまりそうは思わない,,ややそう思う,,そう思う,,ややそう思う,,どちらかと言えば評価していない,,,,2,,,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",交通渋滞や路上駐車などの交通環境の悪化,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋",5,,40～49歳,無回答,,どちらかと言えば好ましい,,5,,2,,
越前市,ややそう思う,今まで来ていなかった人達が来てくれるように思うから｡,あまりそうは思わない,利用する予定がないから｡,そう思う,,そう思う,,そう思う,,どちらともいえない,,,,3,,,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",交通渋滞や路上駐車などの交通環境の悪化,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 宿泊施設、土産物屋, 駐車場",10,大きな災害にあった事がないから｡,60～69歳,女性,,好ましい,,9,,3,,
鯖江市,あまりそうは思わない,,あまりそうは思わない,関西へのアクセスが悪くなるため,ややそう思う,,ややそう思う,,ややそう思う,,どちらともいえない,,,,3,,,,まちに賑わいが生まれる,特に心配はない,観光スポットを結ぶ交通機関,5,,20～29歳,女性,,どちらかと言えば好ましい,,5,,3,,
福井市,ややそう思う,ある程度福井市に人が降り立つと思うから,あまりそうは思わない,新幹線で人が来るからと言って、そう簡単に経済が潤うとは思ってないから,ややそう思う,そうあって欲しいという希望は持っている,とてもそう思う,友人が来福した際は、県内を案内しているから,ややそう思う,,どちらかといえば評価している,,,東京などで観光地紹介しているかどこまで結びつくか疑問である,2,有名になってきたが自信はない,,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",治安の悪化,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,引っ越しできて生きづらさを感じるから,40～49歳,女性,,好ましい,,5,,2,,
福井市,ややそう思う,新幹線開業により恐竜博などの観光で福井駅に降り立つ人が増加するように思うから,ややそう思う,東京方面へ乗り換えなしで早く行けるから,ややそう思う,観光客が経済を潤すだろうから,とてもそう思う,ふるさと福井を選んで来てくれたのだから温かく親切にしたいから,そう思う,自然豊かで美味いものがたくさんある福井をすきになってほしいから,どちらかといえば評価している,,,東京などへの売り込みに力を入れているから,4,美味しいものが多く、自然豊かで癒されるだろうから,,経済的に良くなるのはいいけれど、マナーや混雑の悪影響も考えられるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化","観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋",10,わりと田舎なとこに住んでいるので、静かだしのんびり暮らせます。魚や野菜など季節感を味わうことができ近所の方々も親切です,50～59歳,女性,恐竜博物館の混雑はやばいです。さらに増加が予想されるので対策が必要だと思います,どちらかと言えば好ましい,福井の良さを実感してもらえるから,10,子供や孫たちと家族仲良く暮らしているだろうから,5,,
福井市,そう思う,,ややそう思う,,とてもそう思う,,とてもそう思う,,そう思う,,評価している,,,,4,,,,観光客の消費によって飲食業や宿泊業が潤う,特に心配はない,観光スポットを結ぶ交通機関,8,,70歳以上,男性,,好ましい,,6,,3,,
越前市,ややそう思う,福井駅や敦賀駅より越前たけふ駅のまわりはあまりお店もなく、県外からのお客さんには物足りないのではと思う。,そう思う,東京に行く回数が増えると思う。,そうは思わない,たくさんの県外からのお客さんが福井の魅力に気づいてくれると思う。,とてもそう思う,また行きたいと思えるように福井の良さを伝えていきたい。,とてもそう思う,美味しい食べ物がたくさんあります。今まで以上にもっと観光客が増えるべきだ。,どちらかといえば評価している,,,まだまだアピールが足りないと思う。,4,伝統ある越前和紙が地元にあるから。,,福井県にたくさん観光客が来でもお金を使ってもらうことによって福井県の財産が増え施設増設をしてまた観光客に喜んでもらえるようなまちづくりができるから。,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",交通渋滞や路上駐車などの交通環境の悪化,"観光スポットを結ぶ交通機関, 観光イベント",7,食べ物は全国一位と思えるくらい美味しいですが、交通がまだまだ不便に思える。,40～49歳,女性,福井県のメイン道路は限られているので渋滞が予想される。,とても好ましい,,8,北陸新幹線が開通することにあたり、活気あふれるのではないかと期待している。,4,,
福井市,そう思う,観光客がたくさん来てくれそう,あまりそうは思わない,,そう思う,,そう思う,,そう思う,,どちらともいえない,,,自分に伝わってこない,2,,,,"まちに賑わいが生まれる, 地域の知名度が上がる",治安の悪化,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 観光案内所、観光ガイド",8,,60～69歳,女性,,好ましい,,8,,3,,
福井市,ややそう思う,県外からの流入客が増加する,全くそうは思わない,郊外地だから,そう思う,,ややそう思う,福井県民性としてそう思う,ややそう思う,問５に同じ,どちらかといえば評価している,,,頑張ってると思う,1,郊外地だから,,市町村が潤うから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる","交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊","観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",6,問1３に同じ,70歳以上,男性,,どちらかと言えば好ましい,,6,5年後も変わらない(生存してるかどうかわからない!?),1,,
越前市,あまりそうは思わない,越前たけふ駅と武生駅間のアクセスが不十分だから,あまりそうは思わない,列車の乗り換えを苦にしないので便利さを実感しにくい,ややそう思う,東京から乗り換えなしで来福出来る,そう思う,,ややそう思う,,どちらかといえば評価している,,,,3,,,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",特に心配はない,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",8,雪が大変,60～69歳,男性,,どちらかと言えば好ましい,,5,公共交通機関が貧弱でクルマ無しでの生活は大変,5,,
